Instance ID	Master ID	Skeletal code	Skeletal element	Year this sample was first published	Publication	Representative contact	Average of 95.4% date range in calBP (defined as 1950 CE)  	Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 5983-5747 calBCE (6980¬±50 BP, Beta-226472). (Format 2) Archaeological context date, e.g. 2500-1700 BCE	Group_ID	Locality	Country	Lat.	Long.	Data type	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex
I3714	I3714	Mos24, Grave28, 124	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7100	5500-4800 BCE	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.107	118718	M
I3715	I3715	Mos27, Grave9, 111	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7529	5636-5521 calBCE (6655¬±35 BP, PSUAMS-1907)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.619	466974	M
I3716_published	I3716	Mos28, 120, H273, grave 25	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7349	5469-5328 calBCE (6410¬±25 BP, PSUAMS-2302)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.084	95143	M
I3717	I3717	Mos49, Grave 46, 242	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7289	5460-5218 calBCE (6330¬±35 BP, PSUAMS-1908)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.671	496612	M
I3718	I3718	Mos52 Grave 86 (also Mos36, Grave X)	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7230	5345-5215 calBCE (6300¬±35 BP, PSUAMS-1909)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.745935	496968	M
I4111	I4111	Mos60, Grave 123, 307	tooth	2018	MathiesonNature2018	Pinhasi, Ron	6585	4722-4548 calBCE (5795¬±35 BP, PSUAMS-1910)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	2.11	728256	F
I4112_published	I4112	Mos61, Grave 1, 196	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7100	5500-4800 BCE	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.047	54682	M
I4114	I4114	Mos64, Grave 103, 290	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7351	5473-5329 calBCE (6420¬±35 BP, PSUAMS-1911)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.982	592049	M
I5868_published	I5868	Mos11, Grave 27, 122 (or is it Grave 227?)	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7341	5467-5315 calBCE (6385¬±25 BP, PSUAMS-2807)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.018	20747	M
I5870	I5870	Mos16, Grave 32, 128	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	7360	5475-5344 calBCE (6430¬±25 BP, PSUAMS-2684)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.225	214705	M
I5872_published	I5872	Mos25, Grave26, 121	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	7382	5489-5375 calBCE (6485¬±25 BP, PSUAMS-2808)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.088	97167	M
I5873_published	I5873	Mos32, Grave 14, 114	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7346	5469-5322 calBCE (6400¬±25 BP, PSUAMS-2809)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.019	21944	F
I5875	I5875	Mos34, Grave 53, 249	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7126	5291-5060 calBCE (6210¬±25 BP, PSUAMS-2810)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.795	444315	M
I5881_published	I5881	Mos39, Grave 20, 215	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7089	5218-5059 calBCE (6190¬±20 BP, PSUAMS-2825)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.063	71101	M
I5883	I5883	Mos41, Grave 39, 234	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7056	5208-5003 calBCE (6140¬±25 BP, PSUAMS-2827)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.158	166148	M
I5886_published	I5886	Mos46, Grave 12, 207	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7217	5314-5220 calBCE (6290¬±25 BP, PSUAMS-2829)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.074	81249	M
I5889_published	I5889	Mos50, Grave 109, 296	tooth	2018	MathiesonNature2018	Pinhasi, Ron	6998	5310-4785 calBCE (6110¬±120 BP, OxA-5031)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.045	50686	F
I5890	I5890	Mos51, Grave 87, 275	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7124	5286-5062 calBCE (6210¬±20 BP, PSUAMS-2830)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.357	294663	M
I5892	I5892	Mos59, Grave 33, 280	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7092	5301-4982 calBCE (6175¬±60 BP, OxA-6162)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.108	117491	M
I5957_published	I5957	MOs30, Grave 10, 112	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7334	5467-5301 calBCE (6365¬±30 BP, PSUAMS-3981)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.067	76993	M
I6133_published	I6133	Mos31, Grave 13, 113	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7200	6500-4000 BCE	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.035	40050	F
I0061	I0061	UzOO74	tooth	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Haak, Wolfgang	8280	6773-5886 BCE [other dates in the layer used in the Bayesian modeling analysis we used to obtain this range are (7280¬±80 BP, OxA-1665), 6410-6050 calBCE (7350¬±90 BP, OxA-2266), 6390-6030 calBCE (7330¬±90 BP, OxA-1667), 6590-6240 calBCE (7560¬±90 BP, OxA-1668), 6590-6240 calBCE (7560¬±90 BP, OxA-1669), 6360-6000 calBCE (7280¬±90 BP, OxA-2124), 6530-6210 calBCE (7510¬±90 BP, OxA-2125), 6850-6410 calBCE (7750¬±110 BP, OxA-1973), layer date]	EHG	Karelia, Yuzhnyy Oleni Ostrov	Russia	61.65	35.65	1240K	5.272	1025148	M
I0124	I0124	Lebyazhinka IV, Grave 1, SVP HB 44	bone (long bone)	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Anthony, David	7549	5657-5541 calBCE (6680¬±30 BP, Beta-392490)	EHG	Samara Oblast, Volga River Valley, Sok River, Lebyazhinka	Russia	53.680623	50.675349	1240K	0.598	477876	M
I0211	I0211	UzOO40	tooth	2015	MathiesonNature2015	Haak, Wolfgang	8280	6773-5886 BCE [other dates in the layer used in the Bayesian modeling analysis we used to obtain this range are (7280¬±80 BP, OxA-1665), 6410-6050 calBCE (7350¬±90 BP, OxA-2266), 6390-6030 calBCE (7330¬±90 BP, OxA-1667), 6590-6240 calBCE (7560¬±90 BP, OxA-1668), 6590-6240 calBCE (7560¬±90 BP, OxA-1669), 6360-6000 calBCE (7280¬±90 BP, OxA-2124), 6530-6210 calBCE (7510¬±90 BP, OxA-2125), 6850-6410 calBCE (7750¬±110 BP, OxA-1973), layer date]	EHG	Karelia, Yuzhnyy Oleni Ostrov	Russia	61.65	35.65	1240K	0.136	146885	M
UzOO77	UzOO77_new	UzOO77_new	..	2018	MittnikNatureCommunications2018	..	7200	5500-5000 BCE	EHG	Yuzhnyy Oleni Ostrov, Karelia	Russia	..	..	1240K	0.778745	533249	F
I0011	I0011	Motala1	tooth	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Krause, Johannes	7569	5721-5516 calBCE (6701¬±64 BP, Ua-42116)	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	1240K	1.03	621320	F
I0012	I0012	Motala2	tooth	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Krause, Johannes	7595	5714-5575 calBCE (6734¬±30 BP, Ua-51722)	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	1240K	1.756	787312	M
I0013	I0013	Motala3	tooth	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Krause, Johannes	7751	5964-5638 calBCE (6877¬±69 BP, Ua-42117)	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	1240K	0.657	318346	M
I0014	I0014	Motala4	tooth	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Krause, Johannes	7703	5877-5629 calBCE (6842¬±68 BP, Ua-42118)	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	1240K	2.709	739313	F
I0015	I0015	Motala6	tooth	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Krause, Johannes	7747	5964-5629 calBCE (6863¬±75 BP, Ua-42120)	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	1240K	1.562	600144	M
I0017	I0017	Motala12	tooth	2014	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Krause, Johannes	7626	5721-5631 calBCE (6773¬±30 BP, Ua-51723)	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	1240K	4.391	920441	M
MotalaAA	MotalaAA	MotalaAA	..	2018	MittnikNatureCommunications2018	..	7593	5722-5564 calBCE(6735¬±44 BP, Ua-42645)	Sweden_Motala_HG	Motala, Kanaljorden	Sweden	58.535	15.046	1240K	0.052495	56448	F
I4657_published	I4657	VLSC_1G/3	bone	2018	MathiesonNature2018	Pinhasi, Ron	11465	9755-9275 calBCE (9942¬±66 BP, PSUAMS-2294 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	0.028	31983	F
I4660	I4660	VLSC_51B	bone (long bone)	2018	MathiesonNature2018	Pinhasi, Ron	9713	7940-7585 calBCE (8676¬±58 BP, PSUAMS-2296 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	0.068425	77342	F
I4870	I4870	VLSC_45	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	8740	7045-6535 calBCE (7870¬±78 BP, PSUAMS-2295 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	0.858957	619637	M
I4871	I4871	VLSC_80A	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	8450	7100-5900 BCE	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	0.669	507099	F
I4872	I4872	VLSC_9	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	8450	7100-5900 BCE	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	0.367	335500	F
I4873	I4873	VLSC_H53	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7872	6006-5838 calBCE (7035¬±40 BP, OxA-16544)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	4.236	803852	F
I4874	I4874	VLSC_H232	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8506	6636-6476 calBCE (7725¬±40 BP, OxA-20702)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	3.616	801500	F
I4875	I4875	VLSC_H267	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8458	6615-6400 calBCE (7643¬±63 BP, PSUAMS-2380 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	4.858	815491	F
I4876	I4876	VLSC_H317	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8455	6635-6375 calBCE (7625¬±71 BP, PSUAMS-2381 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	3.368	802136	F
I4877	I4877	VLSC_H327	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8505	6645-6465 calBCE (7728¬±51 BP, PSUAMS-2382 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	4.63	817983	F
I4878	I4878	VLSC_U21	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7803	5995-5710 calBCE (6955¬±76 BP, PSUAMS-2383 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	4.608	816301	M
I4880	I4880	VLSC_U62	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7813	6000-5725 calBCE (6979¬±75 BP, PSUAMS-2384 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	3.941	827165	M
I4881_published	I4881	VLSC_U64	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8363	6570-6255 calBCE (7570¬±63 BP, PSUAMS-2385 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	3.221	841755	M
I4914_published	I4914	HJDK_19-20(1)	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8123	6355-5990 calBCE (7264¬±80 BP, OxA-16941, on Burial 20 - skull]	Serbia_Iron_Gates_HG	Hajduka Vodenica	Serbia	44.640262	22.30333	1240K	2.94	824939	M
I4915	I4915	HJDK_21	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8115	6340-5990 calBCE (7260¬±76 BP, PSUAMS-2360 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Hajduka Vodenica	Serbia	44.640262	22.30333	1240K	2.902	834938	M
I4916	I4916	HJDK_31	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8763	7035-6590 calBCE (7874¬±72 BP, PSUAMS-2369 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Hajduka Vodenica	Serbia	44.640262	22.30333	1240K	2.577	804977	M
I4917	I4917	HJDK_33	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8058	6220-5995 calBCE (7209¬±57 BP, PSUAMS-2374 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Hajduka Vodenica	Serbia	44.640262	22.30333	1240K	2.696	789618	F
I5233	I5233	PADN_5	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8001	6224-5878 calBCE (7158¬±85 BP, AA-57770, corrected for Freshwater Reservoir Effect) 	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	2.644	824280	F
I5234	I5234	PADN_6	petrous	2018	MathiesonNature2018	Pinhasi, Ron	9800	9500-6200 BCE	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	1.362	708929	F
I5235	I5235	PADN_9	petrous	2018	MathiesonNature2018	Pinhasi, Ron	10835	9221-8548 calBCE (9480¬±110 BP, AA-57771, corrected for Freshwater Reservoir Effect) 	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	2.977	838984	M
I5236	I5236	PADN_12	petrous	2018	MathiesonNature2018	Pinhasi, Ron	10008	8290-7825 calBCE (8943¬±77 BP, BM-1146)	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	2.922	840166	M
I5237	I5237	PADN_14	petrous	2018	MathiesonNature2018	Pinhasi, Ron	9800	9500-6200 BCE	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	3.088	842513	M
I5238	I5238	PADN_16a	petrous	2018	MathiesonNature2018	Pinhasi, Ron	9993	8265-7820 calBCE (8907¬±66 BP, PSUAMS-2407 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	2.696	823422	F
I5239	I5239	PADN_17	petrous	2018	MathiesonNature2018	Pinhasi, Ron	10333	8535-8230 calBCE (9105¬±62 BP, PSUAMS-2375 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	2.708	809534	F
I5240	I5240	PADN_22	petrous	2018	MathiesonNature2018	Pinhasi, Ron	10805	9140-8570 calBCE (9469¬±70 BP, PSUAMS-2377 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	2.675	826331	M
I5242	I5242	PADN_26	petrous	2018	MathiesonNature2018	Pinhasi, Ron	10530	8805-8355 calBCE (9363¬±64 BP, PSUAMS-2408 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	2.814	836819	F
I5244	I5244	PADN_18b	petrous	2018	MathiesonNature2018	Pinhasi, Ron	10785	9115-8555 calBCE (9424¬±55 BP, PSUAMS-2376 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)	Serbia_Iron_Gates_HG	Padina	Serbia	44.595879	22.010568	1240K	2.931	809448	F
I5401	I5401	HJDK_8	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	8838	7076-6699 calBCE (8016¬±58 BP, OxA-13613, corrected for Freshwater Reservoir Effect)	Serbia_Iron_Gates_HG	Hajduka Vodenica	Serbia	44.640262	22.30333	1240K	0.543	469437	M
I5402	I5402	HJDK_15(1)	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	8156	6361-6050 calBCE (7315¬±63 BP, OxA-16942, corrected for Freshwater Reservoir Effect)	Serbia_Iron_Gates_HG	Hajduka Vodenica	Serbia	44.640262	22.30333	1240K	1.68	823880	M
I5407	I5407	LEPI_126	tooth (incisor)	2018	MathiesonNature2018	Pinhasi, Ron	9800	8300-7400 BCE	Serbia_Iron_Gates_HG	Lepenski Vir	Serbia	44.552924	22.027563	1240K	2.163	850240	F
I5771	I5771	VLSC_6	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	8325	6500-6250 BCE	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	0.249	231969	M
I5772	I5772	VLSC_16	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	8450	7100-5900 BCE	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	0.701	446446	M
I5773_published	I5773	VLSC_17	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	10040	8240-7940 calBCE	Serbia_Iron_Gates_HG	Vlasac	Serbia	44.53368	22.05032	1240K	0.062	70981	M
Kivutkalns153	Kivutkalns153	Kivutkalns153	..	2018	MittnikNatureCommunications2018	..	2623	800-545 calBCE (2542¬±29 BP, Hela-3744)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	0.319192	250890	M
Kivutkalns164	Kivutkalns164	Kivutkalns164	..	2018	MittnikNatureCommunications2018	..	2510	730-390 calBCE (2385¬±30 BP, Hela-3739)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	0.089326	96665	M
Kivutkalns19	Kivutkalns19	Kivutkalns19	..	2018	MittnikNatureCommunications2018	..	2515	730-400 calBCE (2403¬±24 BP, Hela-3746)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	5.547381	928866	M
Kivutkalns194	Kivutkalns194	Kivutkalns194	..	2018	MittnikNatureCommunications2018	..	2268	405-230 calBCE (2298¬±28 BP, Hela-3737)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	0.147018	134448	M
Kivutkalns207	Kivutkalns207	Kivutkalns207	..	2018	MittnikNatureCommunications2018	..	2613	790-535 calBCE (2511¬±30 BP, Hela-3743)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	6.927471	926899	F
Kivutkalns209	Kivutkalns209	Kivutkalns209	..	2018	MittnikNatureCommunications2018	..	2628	805-550 calBCE [785-515 (2497¬±30 BP and Hela-3741), 805-550 calBCE (2556¬±30 BP, Hela-3742)]	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	2.149451	833675	M
Kivutkalns215	Kivutkalns215	Kivutkalns215	..	2018	MittnikNatureCommunications2018	..	2543	760-425 calBCE (2462¬±27 BP, Hela-3745)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	2.622845	860087	F
Kivutkalns222	Kivutkalns222	Kivutkalns222	..	2018	MittnikNatureCommunications2018	..	2523	745-400 calBCE (2423¬±26 BP, Hela-3736)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	1.226074	660810	M
Kivutkalns25	Kivutkalns25	Kivutkalns25	..	2018	MittnikNatureCommunications2018	..	2623	800-545 calBCE (2545¬±30 BP, Hela-3738)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	1.504922	703010	M
Kivutkalns42	Kivutkalns42	Kivutkalns42	..	2018	MittnikNatureCommunications2018	..	2635	810-560 calBCE (2573¬±30 BP, Hela-3740)	Latvia_BA	Kivutkalns	Latvia	..	..	1240K	1.060598	591185	F
ajv28	ajv28	gr. 28	temporal bone	2020	CoutinhoAJPA2020	..	4732	2894-2670 calBCE (4265±33, Ua-57848)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	803019	F
ajv36	ajv36	gr. 36	tooth	2020	CoutinhoAJPA2020	..	4892	3011-2873 calBCE (4355±33, Ua-57849)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	651174	F
hem001	hem001	gr. 2	tooth	2020	CoutinhoAJPA2020	..	4894	3011-2877 calBCE (4361±34, Ua-57851)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	192112	M
hem004	hem004	Ind. 3	tooth	2020	CoutinhoAJPA2020	..	5059.5	3307-2912 calBCE (4472±33, Ua-57852)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	598290	M
hem005	hem005	Skel. 2	tooth	2020	CoutinhoAJPA2020	..	5131.5	3339-3024 calBCE (4537±34, Ua-57853)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	1081232	F
vbj001	vbj001	gr. 24	temporal bone, molar	2020	CoutinhoAJPA2020	..	4617.5	2862-2473 calBCE (4135±50, Ua-19395)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	982839	F
vbj002	vbj002	gr. 83	temporal bone, molar	2020	CoutinhoAJPA2020	..	4707	2882-2632 calBCE (4236±33, Ua-57855)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	18999	F
vbj003	vbj003	gr. 22	temporal bone	2020	CoutinhoAJPA2020	..	4756	2914-2698 calBCE (4306±33, Ua-57856)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	32478	F
vbj006	vbj006	gr. 82	tooth	2020	CoutinhoAJPA2020	..	4762.5	2920-2705 calBCE (4323±34, Ua-57857)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	939787	M
vbj007	vbj007	gr. 84	molar	2020	CoutinhoAJPA2020	..	4373	2549-2297 calBCE (3995±33, Ua-57858)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	65153	M
vbj008	vbj008	gr. 12	tooth	2020	CoutinhoAJPA2020	..	4616	2864-2468 calBCE (4125±55, Ua-19402)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	569734	M
vbj012	vbj012	gr. 39	temporal bone, canine	2020	CoutinhoAJPA2020	..	4894.5	3011-2878 calBCE (4366±33, Ua-57859)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	924120	M
vbj013	vbj013	gr. 5	temporal bone, canine	2020	CoutinhoAJPA2020	..	4707	2883-2631 calBCE (4236±34, Ua-57860)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	1000952	M
vbj014	vbj014	gr. 65	molar	2020	CoutinhoAJPA2020	..	4712.5	2899-2626 calBCE (4260±50, Ua-19396)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	52209	M
vbj015	vbj015	gr. 36	clavicle, canine	2020	CoutinhoAJPA2020	..	4751	2908-2694 calBCE (4294±33, Ua-57861)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	13545	M
vbj017	vbj017	gr. 76	canine	2020	CoutinhoAJPA2020	..	4724	2917-2631 calBCE (4290±55, Ua-19399)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	89225	M
vbj018	vbj018	gr. 68	premolar, molar	2020	CoutinhoAJPA2020	..	4752	2910-2694 calBCE (4296±34, Ua-57862)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	360893	M
vbj004	vbj004	gr. 88	tooth	2020	CoutinhoAJPA2020	..	4635.5	2875-2496 calBCE (4175±55, Ua-19405)	PittedWare	Gotland	Sweden	..	..	Shotgun	..	1199987	F
